id,code,parent_id/id,name,user_type/id,type,reconcile
acc_101020502,101020502,acc_1010205,F.do Amm.to Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020503,101020503,acc_1010205,Attrezzature generiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020504,101020504,acc_1010205,F.do Amm.to Attrezzature generiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020505,101020505,acc_1010205,Attrezzature sanitarie e scientifiche < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010206,1010206,acc_10102,Mobili e arredi (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101020601,101020601,acc_1010206,Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020602,101020602,acc_1010206,F.do Amm.to Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020603,101020603,acc_1010206,Mobili d'ufficio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020604,101020604,acc_1010206,F.do Amm.to Mobili d'ufficio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020605,101020605,acc_1010206,Mobili d'ufficio < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010207,1010207,acc_10102,Automezzi e altri mezzi di trasporto (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101020701,101020701,acc_1010207,Elicotteri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020702,101020702,acc_1010207,F.do Amm.to Elicotteri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020703,101020703,acc_1010207,Ambulanze utilizzate per servizio 118,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020704,101020704,acc_1010207,F.do Amm.to Ambulanze utilizzate per servizio 118,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020705,101020705,acc_1010207,Altre ambulanze,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020706,101020706,acc_1010207,F.do Amm.to Altre ambulanze,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020707,101020707,acc_1010207,Altri mezzi di trasporto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020708,101020708,acc_1010207,F.do Amm.to Altri mezzi di trasporto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010208,1010208,acc_10102,Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101020801,101020801,acc_1010208,Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010209,1010209,acc_10102,Altre immobilizzazioni materiali (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101020901,101020901,acc_1010209,Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020902,101020902,acc_1010209,F.do Amm.to Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101020903,101020903,acc_1010209,Altri beni < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010210,1010210,acc_10102,Immobilizzazioni materiali in corso e acconti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101021001,101021001,acc_1010210,Immobilizzazioni materiali in corso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021002,101021002,acc_1010210,Costi per versamenti a fornitori di anticipi per l'acquisizione di immobilizzazioni materiali in corso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010211,1010211,acc_10102,F.do Svalut. Immobilizzazioni materali,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101021101,101021101,acc_1010211,F.do Svalut. Terreni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021102,101021102,acc_1010211,F.do Svalut. Fabbricati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021103,101021103,acc_1010211,F.do Svalut. Impianti e macchinari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021104,101021104,acc_1010211,F.do Svalut. Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021105,101021105,acc_1010211,F.do Svalut. Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021106,101021106,acc_1010211,F.do Svalut. Automezzi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021107,101021107,acc_1010211,F.do Svalut. Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101021108,101021108,acc_1010211,F.do Svalut. Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_10103,10103,acc_101,IMMOBILIZZAZIONI FINANZIARIE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_1010301,1010301,acc_10103,Crediti finanziari v/Stato,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101030101,101030101,acc_1010301,Crediti finanziari v/Stato,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010302,1010302,acc_10103,Crediti finanziari v/Regione,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101030201,101030201,acc_1010302,Crediti finanziari v/Regione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010303,1010303,acc_10103,Crediti finanziari v/partecipate,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101030301,101030301,acc_1010303,Crediti finanziari v/imprese controllate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030302,101030302,acc_1010303,Crediti finanziari v/imprese collegate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010304,1010304,acc_10103,Crediti finanziari v/altri,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101030401,101030401,acc_1010304,Crediti finanziari v/Provincia,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030402,101030402,acc_1010304,Crediti finanziari v/Comuni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030403,101030403,acc_1010304,Crediti finanziari v/altri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030404,101030404,acc_1010304,Depositi cauzionali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030405,101030405,acc_1010304,Fondo svalutazione crediti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010305,1010305,acc_10103,Partecipazioni,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101030501,101030501,acc_1010305,Partecipazioni in imprese controllate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030502,101030502,acc_1010305,Partecipazioni in imprese collegate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030503,101030503,acc_1010305,Partecipazioni in altre imprese,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1010306,1010306,acc_10103,Altri titoli,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_101030601,101030601,acc_1010306,Titoli di Stato,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030602,101030602,acc_1010306,Altre Obbligazioni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030603,101030603,acc_1010306,Titoli azionari quotati in Borsa,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_101030604,101030604,acc_1010306,Titoli diversi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102,102,acc_1,ATTIVO CIRCOLANTE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_10201,10201,acc_102,RIMANENZE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_1020101,1020101,acc_10201,Rim. Prodotti farmaceutici ed emoderivati,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010101,102010101,acc_1020101,Rim. Medicinali - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010102,102010102,acc_1020101,Rim. Medicinali ed emoderivati in DPC - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010103,102010103,acc_1020101,Rim. Radiofarmaci - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010104,102010104,acc_1020101,Rim. Stupefacenti - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010105,102010105,acc_1020101,Rim. Soluzioni fisiologiche - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010106,102010106,acc_1020101,Rim. Ossigeno - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010107,102010107,acc_1020101,Rim. Altri gas medicali - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010108,102010108,acc_1020101,Rim. Alimenti per nutrizione artificiale - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010109,102010109,acc_1020101,Rim. Antisettici - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010110,102010110,acc_1020101,Rim. Altri emoderivati - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010111,102010111,acc_1020101,Rim. Immunoglobuline - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010112,102010112,acc_1020101,Rim. Mezzi di contrasto per radiologia - con AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010113,102010113,acc_1020101,Rim. Medicinali Esteri - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010114,102010114,acc_1020101,Rim. Altri Medicinali - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010115,102010115,acc_1020101,Rim. Radiofarmaci - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010116,102010116,acc_1020101,Rim. Stupefacenti - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010117,102010117,acc_1020101,Rim. Soluzioni fisiologiche - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010118,102010118,acc_1020101,Rim. Altri gas medicali - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010119,102010119,acc_1020101,Rim. Azoto liquido - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010120,102010120,acc_1020101,Rim. Prodotti galenici - senza AIC,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010121,102010121,acc_1020101,Rim. Emoderivati di produzione regionale,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020102,1020102,acc_10201,Rim. Sangue ed emocomponenti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010201,102010201,acc_1020102,Rim. Sangue,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010202,102010202,acc_1020102,Rim. Plasma,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020103,1020103,acc_10201,Rim. Dispositivi medici,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010301,102010301,acc_1020103,Rim. Pellicole radiografiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010302,102010302,acc_1020103,Rim. Carta per apparecchi elettromedicali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010303,102010303,acc_1020103,Rim. Radioisotopi e annessi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010304,102010304,acc_1020103,Rim. Materiali di consumo non specifici per strumentazione diagnostica - altri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010305,102010305,acc_1020103,Rim. Altro materiale di radiografia,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010306,102010306,acc_1020103,Rim. Materiale per sterilizzazione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010307,102010307,acc_1020103,Rim. Disinfettanti ad uso umano e antisettici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010308,102010308,acc_1020103,Rim. Strumentario chirurgico non costituito da immobilizzazioni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010309,102010309,acc_1020103,Rim. Protesi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010310,102010310,acc_1020103,Rim. Supporti e ausili tecnici per persone disabili,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010311,102010311,acc_1020103,Rim. Dispositivi medici monouso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010312,102010312,acc_1020103,Rim. Valvole e filtri per emodinamica,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010313,102010313,acc_1020103,Rim. Materiali per dialisi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010314,102010314,acc_1020103,Rim. Materiale sanitario non sterile,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010315,102010315,acc_1020103,Rim. Pace-maker,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010316,102010316,acc_1020103,Rim. Defibrillatori impiantabili,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010317,102010317,acc_1020103,Rim. Reagenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010318,102010318,acc_1020103,Rim. Materiale per indagini istologiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010319,102010319,acc_1020103,"Rim. Radioisotopi e annessi, in vitro",l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010320,102010320,acc_1020103,Rim. Materiali diagnostici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010321,102010321,acc_1020103,Rim. Altro materiale per indagini cliniche di laboratorio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020104,1020104,acc_10201,Rim. Prodotti dietetici,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010401,102010401,acc_1020104,Rim. Prodotti dietetici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020105,1020105,acc_10201,Rim. Materiali per la profilassi (vaccini),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010501,102010501,acc_1020105,Rim. Sieri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010502,102010502,acc_1020105,Rim. Vaccini obbligatori,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010503,102010503,acc_1020105,Rim. Altri Vaccini,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020106,1020106,acc_10201,Rim. Prodotti chimici,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010601,102010601,acc_1020106,Rim. Prodotti chimici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020107,1020107,acc_10201,Rim. Materiali e prodotti per uso veterinario,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010701,102010701,acc_1020107,Rim. Medicinali ad uso veterinario,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010702,102010702,acc_1020107,Rim. Disinfettanti ad uso veterinario,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010703,102010703,acc_1020107,Rim. Materiali chirurgici ad uso veterinario,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010704,102010704,acc_1020107,Rim. Materiali sanitari ad uso veterinario,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010705,102010705,acc_1020107,Rim. Materiali diagnostici ad uso veterinario,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010706,102010706,acc_1020107,Rim. Mangimi ad uso zootecnico,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010707,102010707,acc_1020107,Rim. Marche auricolari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010708,102010708,acc_1020107,Rim. Disinfestanti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020108,1020108,acc_10201,Rim. Altri beni e prodotti sanitari,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010801,102010801,acc_1020108,Rim. Vetrerie e materiale plastico per laboratorio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010802,102010802,acc_1020108,Rim. Prodotti per uso generico di laboratorio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010803,102010803,acc_1020108,Rim. Soluzioni per emodialisi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010804,102010804,acc_1020108,Rim. Altri beni e prodotti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_102010805,102010805,acc_1020108,Fondo deprezzamento magazzino prodotti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020109,1020109,acc_10201,Acconti per acquisto di beni e prodotti sanitari,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
acc_102010901,102010901,acc_1020109,Acconti per acquisto di beni e prodotti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE
acc_1020110,1020110,acc_10201,Prodotti alimentari,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE
