id,code,parent_id/id,name,user_type/id,type,reconcile
acc_101011002,101011002,1010110,F.do Svalut. Costi di ricerca e sviluppo,account_type_legalview3,consolidation,TRUE
acc_101011003,101011003,1010110,F.do Svalut. Diritti di brevetto e diritti di utilizzazione delle opere d'ingegno,account_type_legalview3,consolidation,TRUE
acc_101011004,101011004,1010110,F.do Svalut. Altre immobilizzazioni immateriali,account_type_legalview3,consolidation,TRUE
acc_101020000,101020000,1010200,IMMOBILIZZAZIONI MATERIALI,account_type_legalview1,view,TRUE
acc_101020100,101020100,1010201,Terreni,account_type_legalview1,view,TRUE
acc_101020101,101020101,1010201,Terreni disponibili,account_type_legalview3,consolidation,TRUE
acc_101020102,101020102,1010201,Terreni indisponibili,account_type_legalview3,consolidation,TRUE
acc_101020200,101020200,1010202,Fabbricati disponibili non strumentali (al netto del F.do Amm.to),account_type_legalview1,view,TRUE
acc_101020201,101020201,1010202,Fabbricati non strumentali (disponibili),account_type_legalview3,consolidation,TRUE
acc_101020202,101020202,1010202,F.do Amm.to Fabbricati non strumentali (disponibili),account_type_legalview3,consolidation,TRUE
acc_101020300,101020300,1010203,Fabbricati indisponibili strumentali (al netto del F.do Amm.to),account_type_legalview3,consolidation,TRUE
acc_101020301,101020301,1010203,Fabbricati strumentali (indisponibili),account_type_legalview3,consolidation,TRUE
acc_101020302,101020302,1010203,F.do Amm.to Fabbricati strumentali (indisponibili),account_type_legalview3,consolidation,TRUE
acc_101020400,101020400,1010204,Impianti e macchinari (al netto del F.do Amm.to),account_type_legalview1,view,TRUE
acc_101020401,101020401,1010204,Impianti sanitari,account_type_legalview3,consolidation,TRUE
acc_101020402,101020402,1010204,Fondo ammortamento impianti sanitari,account_type_legalview3,consolidation,TRUE
acc_101020403,101020403,1010204,Impianti generici,account_type_legalview3,consolidation,TRUE
acc_101020404,101020404,1010204,Fondo ammortamento impianti generici,account_type_legalview3,consolidation,TRUE
acc_101020405,101020405,1010204,Macchinari sanitari,account_type_legalview3,consolidation,TRUE
acc_101020406,101020406,1010204,Fondo ammortamento macchinari sanitari,account_type_legalview3,consolidation,TRUE
acc_101020407,101020407,1010204,Macchinari generici,account_type_legalview3,consolidation,TRUE
acc_101020408,101020408,1010204,Fondo ammortamento macchinari generici,account_type_legalview3,consolidation,TRUE
acc_101020409,101020409,1010204,Impianti e macchinari < 516 euro,account_type_legalview3,consolidation,TRUE
acc_101020500,101020500,1010205,Attrezzature sanitarie e scientifiche (al netto del F.do Amm.to),account_type_legalview1,view,TRUE
acc_101020501,101020501,1010205,Attrezzature sanitarie e scientifiche,account_type_legalview3,consolidation,TRUE
acc_101020502,101020502,1010205,F.do Amm.to Attrezzature sanitarie e scientifiche,account_type_legalview3,consolidation,TRUE
acc_101020503,101020503,1010205,Attrezzature generiche,account_type_legalview3,consolidation,TRUE
acc_101020504,101020504,1010205,F.do Amm.to Attrezzature generiche,account_type_legalview3,consolidation,TRUE
acc_101020505,101020505,1010205,Attrezzature sanitarie e scientifiche < 516 euro,account_type_legalview3,consolidation,TRUE
acc_101020600,101020600,1010206,Mobili e arredi (al netto del F.do Amm.to),account_type_legalview1,view,TRUE
acc_101020601,101020601,1010206,Mobili e arredi,account_type_legalview3,consolidation,TRUE
acc_101020602,101020602,1010206,F.do Amm.to Mobili e arredi,account_type_legalview3,consolidation,TRUE
acc_101020603,101020603,1010206,Mobili d'ufficio,account_type_legalview3,consolidation,TRUE
acc_101020604,101020604,1010206,F.do Amm.to Mobili d'ufficio,account_type_legalview3,consolidation,TRUE
acc_101020605,101020605,1010206,Mobili d'ufficio < 516 euro,account_type_legalview3,consolidation,TRUE
acc_101020700,101020700,1010207,Automezzi e altri mezzi di trasporto (al netto del F.do Amm.to),account_type_legalview1,view,TRUE
acc_101020701,101020701,1010207,Elicotteri,account_type_legalview3,consolidation,TRUE
acc_101020702,101020702,1010207,F.do Amm.to Elicotteri,account_type_legalview3,consolidation,TRUE
acc_101020703,101020703,1010207,Ambulanze utilizzate per servizio 118,account_type_legalview3,consolidation,TRUE
acc_101020704,101020704,1010207,F.do Amm.to Ambulanze utilizzate per servizio 118,account_type_legalview3,consolidation,TRUE
acc_101020705,101020705,1010207,Altre ambulanze,account_type_legalview3,consolidation,TRUE
acc_101020706,101020706,1010207,F.do Amm.to Altre ambulanze,account_type_legalview3,consolidation,TRUE
acc_101020707,101020707,1010207,Altri mezzi di trasporto,account_type_legalview3,consolidation,TRUE
acc_101020708,101020708,1010207,F.do Amm.to Altri mezzi di trasporto,account_type_legalview3,consolidation,TRUE
acc_101020800,101020800,1010208,Oggetti d'arte,account_type_legalview1,view,TRUE
acc_101020801,101020801,1010208,Oggetti d'arte,account_type_legalview3,consolidation,TRUE
acc_101020900,101020900,1010209,Altre immobilizzazioni materiali (al netto del F.do Amm.to),account_type_legalview1,view,TRUE
acc_101020901,101020901,1010209,Altre immobilizzazioni materiali,account_type_legalview3,consolidation,TRUE
acc_101020902,101020902,1010209,F.do Amm.to Altre immobilizzazioni materiali,account_type_legalview3,consolidation,TRUE
acc_101020903,101020903,1010209,Altri beni < 516 euro,account_type_legalview3,consolidation,TRUE
acc_101021000,101021000,1010210,Immobilizzazioni materiali in corso e acconti,account_type_legalview3,consolidation,TRUE
acc_101021001,101021001,1010210,Immobilizzazioni materiali in corso,account_type_legalview3,consolidation,TRUE
acc_101021002,101021002,1010210,Costi per versamenti a fornitori di anticipi per l'acquisizione di immobilizzazioni materiali in corso,account_type_legalview3,consolidation,TRUE
acc_101021100,101021100,1010211,F.do Svalut. Immobilizzazioni materali,account_type_legalview1,view,TRUE
acc_101021101,101021101,1010211,F.do Svalut. Terreni,account_type_legalview3,consolidation,TRUE
acc_101021102,101021102,1010211,F.do Svalut. Fabbricati,account_type_legalview3,consolidation,TRUE
acc_101021103,101021103,1010211,F.do Svalut. Impianti e macchinari,account_type_legalview3,consolidation,TRUE
acc_101021104,101021104,1010211,F.do Svalut. Attrezzature sanitarie e scientifiche,account_type_legalview3,consolidation,TRUE
acc_101021105,101021105,1010211,F.do Svalut. Mobili e arredi,account_type_legalview3,consolidation,TRUE
acc_101021106,101021106,1010211,F.do Svalut. Automezzi,account_type_legalview3,consolidation,TRUE
acc_101021107,101021107,1010211,F.do Svalut. Oggetti d'arte,account_type_legalview3,consolidation,TRUE
acc_101021108,101021108,1010211,F.do Svalut. Altre immobilizzazioni materiali,account_type_legalview3,consolidation,TRUE
acc_101030000,101030000,1010300,IMMOBILIZZAZIONI FINANZIARIE,account_type_legalview1,view,TRUE
acc_101030100,101030100,1010301,Crediti finanziari v/Stato,account_type_legalview1,view,TRUE
acc_101030101,101030101,1010301,Crediti finanziari v/Stato,account_type_legalview3,consolidation,TRUE
acc_101030200,101030200,1010302,Crediti finanziari v/Regione,account_type_legalview1,view,TRUE
acc_101030201,101030201,1010302,Crediti finanziari v/Regione,account_type_legalview3,consolidation,TRUE
acc_101030300,101030300,1010303,Crediti finanziari v/partecipate,account_type_legalview1,view,TRUE
acc_101030301,101030301,1010303,Crediti finanziari v/imprese controllate,account_type_legalview3,consolidation,TRUE
acc_101030302,101030302,1010303,Crediti finanziari v/imprese collegate,account_type_legalview3,consolidation,TRUE
acc_101030400,101030400,1010304,Crediti finanziari v/altri,account_type_legalview1,view,TRUE
acc_101030401,101030401,1010304,Crediti finanziari v/Provincia,account_type_legalview3,consolidation,TRUE
acc_101030402,101030402,1010304,Crediti finanziari v/Comuni,account_type_legalview3,consolidation,TRUE
acc_101030403,101030403,1010304,Crediti finanziari v/altri,account_type_legalview3,consolidation,TRUE
acc_101030404,101030404,1010304,Depositi cauzionali,account_type_legalview3,consolidation,TRUE
acc_101030405,101030405,1010304,Fondo svalutazione crediti,account_type_legalview3,consolidation,TRUE
acc_101030500,101030500,1010305,Partecipazioni,account_type_legalview1,view,TRUE
acc_101030501,101030501,1010305,Partecipazioni in imprese controllate,account_type_legalview3,consolidation,TRUE
acc_101030502,101030502,1010305,Partecipazioni in imprese collegate,account_type_legalview3,consolidation,TRUE
acc_101030503,101030503,1010305,Partecipazioni in altre imprese,account_type_legalview3,consolidation,TRUE
acc_101030600,101030600,1010306,Altri titoli,account_type_legalview1,view,TRUE
acc_101030601,101030601,1010306,Titoli di Stato,account_type_legalview3,consolidation,TRUE
acc_101030602,101030602,1010306,Altre Obbligazioni,account_type_legalview3,consolidation,TRUE
acc_101030603,101030603,1010306,Titoli azionari quotati in Borsa,account_type_legalview3,consolidation,TRUE
acc_101030604,101030604,1010306,Titoli diversi,account_type_legalview3,consolidation,TRUE
acc_102000000,102000000,1020000,ATTIVO CIRCOLANTE,account_type_legalview1,view,TRUE
acc_102010000,102010000,1020100,RIMANENZE,account_type_legalview1,view,TRUE
acc_102010100,102010100,1020101,Rim. Prodotti farmaceutici ed emoderivati,account_type_legalview1,view,TRUE
acc_102010101,102010101,1020101,Rim. Medicinali - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010102,102010102,1020101,Rim. Medicinali ed emoderivati in DPC - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010103,102010103,1020101,Rim. Radiofarmaci - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010104,102010104,1020101,Rim. Stupefacenti - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010105,102010105,1020101,Rim. Soluzioni fisiologiche - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010106,102010106,1020101,Rim. Ossigeno - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010107,102010107,1020101,Rim. Altri gas medicali - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010108,102010108,1020101,Rim. Alimenti per nutrizione artificiale - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010109,102010109,1020101,Rim. Antisettici - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010110,102010110,1020101,Rim. Altri emoderivati - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010111,102010111,1020101,Rim. Immunoglobuline - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010112,102010112,1020101,Rim. Mezzi di contrasto per radiologia - con AIC,account_type_legalview3,consolidation,TRUE
acc_102010113,102010113,1020101,Rim. Medicinali Esteri - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010114,102010114,1020101,Rim. Altri Medicinali - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010115,102010115,1020101,Rim. Radiofarmaci - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010116,102010116,1020101,Rim. Stupefacenti - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010117,102010117,1020101,Rim. Soluzioni fisiologiche - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010118,102010118,1020101,Rim. Altri gas medicali - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010119,102010119,1020101,Rim. Azoto liquido - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010120,102010120,1020101,Rim. Prodotti galenici - senza AIC,account_type_legalview3,consolidation,TRUE
acc_102010121,102010121,1020101,Rim. Emoderivati di produzione regionale,account_type_legalview3,consolidation,TRUE
acc_102010200,102010200,1020102,Rim. Sangue ed emocomponenti,account_type_legalview1,view,TRUE
acc_102010201,102010201,1020102,Rim. Sangue,account_type_legalview3,consolidation,TRUE
acc_102010202,102010202,1020102,Rim. Plasma,account_type_legalview3,consolidation,TRUE
acc_102010300,102010300,1020103,Rim. Dispositivi medici,account_type_legalview1,view,TRUE
acc_102010301,102010301,1020103,Rim. Pellicole radiografiche,account_type_legalview3,consolidation,TRUE
acc_102010302,102010302,1020103,Rim. Carta per apparecchi elettromedicali,account_type_legalview3,consolidation,TRUE
acc_102010303,102010303,1020103,Rim. Radioisotopi e annessi,account_type_legalview3,consolidation,TRUE
acc_102010304,102010304,1020103,Rim. Materiali di consumo non specifici per strumentazione diagnostica - altri,account_type_legalview3,consolidation,TRUE
acc_102010305,102010305,1020103,Rim. Altro materiale di radiografia,account_type_legalview3,consolidation,TRUE
acc_102010306,102010306,1020103,Rim. Materiale per sterilizzazione,account_type_legalview3,consolidation,TRUE
acc_102010307,102010307,1020103,Rim. Disinfettanti ad uso umano e antisettici,account_type_legalview3,consolidation,TRUE
acc_102010308,102010308,1020103,Rim. Strumentario chirurgico non costituito da immobilizzazioni,account_type_legalview3,consolidation,TRUE
acc_102010309,102010309,1020103,Rim. Protesi,account_type_legalview3,consolidation,TRUE
acc_102010310,102010310,1020103,Rim. Supporti e ausili tecnici per persone disabili,account_type_legalview3,consolidation,TRUE
acc_102010311,102010311,1020103,Rim. Dispositivi medici monouso,account_type_legalview3,consolidation,TRUE
acc_102010312,102010312,1020103,Rim. Valvole e filtri per emodinamica,account_type_legalview3,consolidation,TRUE
acc_102010313,102010313,1020103,Rim. Materiali per dialisi,account_type_legalview3,consolidation,TRUE
acc_102010314,102010314,1020103,Rim. Materiale sanitario non sterile,account_type_legalview3,consolidation,TRUE
acc_102010315,102010315,1020103,Rim. Pace-maker,account_type_legalview3,consolidation,TRUE
acc_102010316,102010316,1020103,Rim. Defibrillatori impiantabili,account_type_legalview3,consolidation,TRUE
acc_102010317,102010317,1020103,Rim. Reagenti,account_type_legalview3,consolidation,TRUE
acc_102010318,102010318,1020103,Rim. Materiale per indagini istologiche,account_type_legalview3,consolidation,TRUE
acc_102010319,102010319,1020103,"Rim. Radioisotopi e annessi, in vitro",account_type_legalview3,consolidation,TRUE
acc_102010320,102010320,1020103,Rim. Materiali diagnostici,account_type_legalview3,consolidation,TRUE
acc_102010321,102010321,1020103,Rim. Altro materiale per indagini cliniche di laboratorio,account_type_legalview3,consolidation,TRUE
acc_102010400,102010400,1020104,Rim. Prodotti dietetici,account_type_legalview1,view,TRUE
acc_102010401,102010401,1020104,Rim. Prodotti dietetici,account_type_legalview3,consolidation,TRUE
acc_102010500,102010500,1020105,Rim. Materiali per la profilassi (vaccini),account_type_legalview1,view,TRUE
acc_102010501,102010501,1020105,Rim. Sieri,account_type_legalview3,consolidation,TRUE
acc_102010502,102010502,1020105,Rim. Vaccini obbligatori,account_type_legalview3,consolidation,TRUE
acc_102010503,102010503,1020105,Rim. Altri Vaccini,account_type_legalview3,consolidation,TRUE
acc_102010600,102010600,1020106,Rim. Prodotti chimici,account_type_legalview1,view,TRUE
acc_102010601,102010601,1020106,Rim. Prodotti chimici,account_type_legalview3,consolidation,TRUE
acc_102010700,102010700,1020107,Rim. Materiali e prodotti per uso veterinario,account_type_legalview1,view,TRUE
acc_102010701,102010701,1020107,Rim. Medicinali ad uso veterinario,account_type_legalview3,consolidation,TRUE
acc_102010702,102010702,1020107,Rim. Disinfettanti ad uso veterinario,account_type_legalview3,consolidation,TRUE
acc_102010703,102010703,1020107,Rim. Materiali chirurgici ad uso veterinario,account_type_legalview3,consolidation,TRUE
acc_102010704,102010704,1020107,Rim. Materiali sanitari ad uso veterinario,account_type_legalview3,consolidation,TRUE
acc_102010705,102010705,1020107,Rim. Materiali diagnostici ad uso veterinario,account_type_legalview3,consolidation,TRUE
acc_102010706,102010706,1020107,Rim. Mangimi ad uso zootecnico,account_type_legalview3,consolidation,TRUE
acc_102010707,102010707,1020107,Rim. Marche auricolari,account_type_legalview3,consolidation,TRUE
acc_102010708,102010708,1020107,Rim. Disinfestanti,account_type_legalview3,consolidation,TRUE
acc_102010800,102010800,1020108,Rim. Altri beni e prodotti sanitari,account_type_legalview1,view,TRUE
acc_102010801,102010801,1020108,Rim. Vetrerie e materiale plastico per laboratorio,account_type_legalview3,consolidation,TRUE
acc_102010802,102010802,1020108,Rim. Prodotti per uso generico di laboratorio,account_type_legalview3,consolidation,TRUE
acc_102010803,102010803,1020108,Rim. Soluzioni per emodialisi,account_type_legalview3,consolidation,TRUE
acc_102010804,102010804,1020108,Rim. Altri beni e prodotti sanitari,account_type_legalview3,consolidation,TRUE
acc_102010805,102010805,1020108,Fondo deprezzamento magazzino prodotti sanitari,account_type_legalview3,consolidation,TRUE
acc_102010900,102010900,1020109,Acconti per acquisto di beni e prodotti sanitari,account_type_legalview1,view,TRUE
acc_102010901,102010901,1020109,Acconti per acquisto di beni e prodotti sanitari,account_type_legalview3,consolidation,TRUE
acc_102011000,102011000,1020110,Prodotti alimentari,account_type_legalview1,view,TRUE
acc_102011001,102011001,1020110,Prodotti alimentari,account_type_legalview3,consolidation,TRUE
acc_102011100,102011100,1020111,"Materiali di guardaroba, di pulizia, e di convivenza in genere",account_type_legalview1,view,TRUE
acc_102011101,102011101,1020111,"Materiali di guardaroba, di pulizia, e di convivenza in genere",account_type_legalview3,consolidation,TRUE
acc_102011200,102011200,1020112,"Combustibili, carburanti e lubrificanti",account_type_legalview1,view,TRUE
acc_102011201,102011201,1020112,"Combustibili, carburanti e lubrificanti",account_type_legalview3,consolidation,TRUE
acc_102011300,102011300,1020113,Supporti informatici e cancelleria,account_type_legalview1,view,TRUE
acc_102011301,102011301,1020113,Supporti informatici,account_type_legalview3,consolidation,TRUE
acc_102011302,102011302,1020113,Cancelleria e stampati,account_type_legalview3,consolidation,TRUE
acc_102011400,102011400,1020114,Materiale per la manutenzione,account_type_legalview1,view,TRUE
acc_102011401,102011401,1020114,Materiale per la manutenzione,account_type_legalview3,consolidation,TRUE
acc_102011500,102011500,1020115,Altri beni e prodotti non sanitari,account_type_legalview1,view,TRUE
acc_102011501,102011501,1020115,Altri beni e prodotti non sanitari,account_type_legalview3,consolidation,TRUE
acc_102011502,102011502,1020115,Fondo deprezzamento magazzino prodotti non sanitari,account_type_legalview3,consolidation,TRUE
acc_102011600,102011600,1020116,Acconti per acquisto di beni e prodotti non sanitari,account_type_legalview1,view,TRUE
acc_102011601,102011601,1020116,Acconti per acquisto di beni e prodotti non sanitari,account_type_legalview3,consolidation,TRUE
acc_102020000,102020000,1020200,CREDITI,account_type_legalview1,view,TRUE
acc_102020100,102020100,1020201,Crediti v/Stato per spesa corrente - Integrazione a norma del D.L.vo 56/2000,account_type_legalview1,view,TRUE
acc_102020101,102020101,1020201,Crediti v/Stato per spesa corrente - Integrazione a norma del D.L.vo 56/2000,account_type_legalview3,consolidation,TRUE
acc_102020200,102020200,1020202,Crediti v/Stato per spesa corrente - FSN,account_type_legalview1,view,TRUE
acc_102020201,102020201,1020202,Crediti v/Stato per spesa corrente - FSN,account_type_legalview3,consolidation,TRUE
acc_102020300,102020300,1020203,Crediti v/Stato per mobilità attiva extraregionale,account_type_legalview1,view,TRUE
acc_102020301,102020301,1020203,Crediti v/Stato per mobilità attiva pubblica extraregionale,account_type_legalview3,consolidation,TRUE
acc_102020302,102020302,1020203,Crediti v/Stato per mobilità attiva privata extraregionale,account_type_legalview3,consolidation,TRUE
acc_102020400,102020400,1020204,Crediti v/Stato per mobilità attiva internazionale,account_type_legalview1,view,TRUE
acc_102020401,102020401,1020204,Crediti v/Stato per mobilità attiva internazionale,account_type_legalview3,consolidation,TRUE
acc_102020500,102020500,1020205,Crediti v/Stato per acconto quota fabbisogno sanitario regionale standard,account_type_legalview1,view,TRUE
acc_102020501,102020501,1020205,Crediti v/Stato per acconto quota fabbisogno sanitario regionale standard,account_type_legalview3,consolidation,TRUE
acc_102020600,102020600,1020206,Crediti v/Stato per finanziamento sanitario aggiuntivo corrente,account_type_legalview1,view,TRUE
acc_102020601,102020601,1020206,Crediti v/Stato per finanziamento sanitario aggiuntivo corrente,account_type_legalview3,consolidation,TRUE
acc_102020700,102020700,1020207,Crediti v/Stato per spesa corrente - altro,account_type_legalview1,view,TRUE
acc_102020701,102020701,1020207,Crediti v/Stato per spesa corrente - altro,account_type_legalview3,consolidation,TRUE
acc_102020800,102020800,1020208,Crediti v/Stato per finanziamenti per investimenti,account_type_legalview1,view,TRUE
acc_102020801,102020801,1020208,Crediti v/Stato per finanziamenti per investimenti,account_type_legalview3,consolidation,TRUE
acc_102020900,102020900,1020209,Crediti v/Stato per ricerca,account_type_legalview1,view,TRUE
acc_102020901,102020901,1020209,Crediti v/Stato per ricerca corrente - Ministero della Salute,account_type_legalview3,consolidation,TRUE
acc_102020902,102020902,1020209,Crediti v/Stato per ricerca finalizzata - Ministero della Salute,account_type_legalview3,consolidation,TRUE
acc_102020903,102020903,1020209,Crediti v/Stato per ricerca - altre Amministrazioni centrali,account_type_legalview3,consolidation,TRUE
acc_102020904,102020904,1020209,Crediti v/Stato per ricerca - finanziamenti per investimenti,account_type_legalview3,consolidation,TRUE
acc_102021000,102021000,1020210,Crediti v/prefetture,account_type_legalview1,view,TRUE
acc_102021001,102021001,1020210,Crediti v/prefetture,account_type_legalview3,consolidation,TRUE
acc_102021100,102021100,1020211,Crediti v/Regione o Provincia Autonoma per spesa corrente,account_type_legalview1,view,TRUE
acc_102021101,102021101,1020211,Crediti v/Regione o Provincia Autonoma per spesa corrente - IRAP,account_type_legalview3,consolidation,TRUE
acc_102021102,102021102,1020211,Crediti v/Regione o Provincia Autonoma per spesa corrente - Addizionale IRPEF,account_type_legalview3,consolidation,TRUE
acc_102021103,102021103,1020211,Crediti v/Regione o Provincia Autonoma per quota FSR,account_type_legalview3,consolidation,TRUE
acc_102021104,102021104,1020211,Crediti v/Regione o Provincia Autonoma per mobilità attiva intraregionale,account_type_legalview3,consolidation,TRUE
acc_102021105,102021105,1020211,Crediti v/Regione o Provincia Autonoma per mobilità attiva extraregionale,account_type_legalview3,consolidation,TRUE
acc_102021106,102021106,1020211,Crediti v/Regione o Provincia Autonoma per acconto quota FSR,account_type_legalview3,consolidation,TRUE
acc_102021107,102021107,1020211,Crediti v/Regione o Provincia Autonoma per finanziamento sanitario aggiuntivo corrente LEA,account_type_legalview3,consolidation,TRUE
acc_102021108,102021108,1020211,Crediti v/Regione o Provincia Autonoma per finanziamento sanitario aggiuntivo corrente extra LEA,account_type_legalview3,consolidation,TRUE
acc_102021109,102021109,1020211,Crediti v/Regione o Provincia Autonoma per spesa corrente - altro,account_type_legalview3,consolidation,TRUE
acc_102021110,102021110,1020211,Crediti v/Regione o Provincia Autonoma per ricerca,account_type_legalview3,consolidation,TRUE
acc_102021200,102021200,1020212,Crediti v/Regione o Provincia Autonoma per versamenti a patrimonio netto,account_type_legalview1,view,TRUE
acc_102021201,102021201,1020212,Crediti v/Regione o Provincia Autonoma per finanziamenti per investimenti,account_type_legalview3,consolidation,TRUE
acc_102021202,102021202,1020212,Crediti v/Regione o Provincia Autonoma per incremento fondo dotazione,account_type_legalview3,consolidation,TRUE
acc_102021203,102021203,1020212,Crediti v/Regione o Provincia Autonoma per ripiano perdite,account_type_legalview3,consolidation,TRUE
acc_102021204,102021204,1020212,Crediti v/Regione per copertura debiti al 31/12/2005,account_type_legalview3,consolidation,TRUE
acc_102021205,102021205,1020212,Crediti v/Regione o Provincia Autonoma per ricostituzione risorse da investimenti esercizi precedenti,account_type_legalview3,consolidation,TRUE
acc_102021300,102021300,1020213,Crediti v/Comuni,account_type_legalview1,view,TRUE
acc_102021301,102021301,1020213,Crediti v/Comuni,account_type_legalview3,consolidation,TRUE
acc_102021400,102021400,1020214,Crediti v/Aziende sanitarie pubbliche della Regione,account_type_legalview1,view,TRUE
acc_102021401,102021401,1020214,Crediti v/asl Roma A - per mobilità in compensazione,account_type_legalview3,consolidation,TRUE
acc_102021402,102021402,1020214,Crediti v/asl Roma B - per mobilità in compensazione,account_type_legalview3,consolidation,TRUE
acc_102021403,102021403,1020214,Crediti v/asl Roma C - per mobilità in compensazione,account_type_legalview3,consolidation,TRUE
acc_102021404,102021404,1020214,Crediti v/asl Roma D - per mobilità in compensazione,account_type_legalview3,consolidation,TRUE
