id,code,parent_id/id,name,user_type/id,type,reconcile,child_consol_ids/id
acc_reg_10101090202,10101090202,acc_reg_101010902,F.do Amm.to altre immobilizzazioni immateriali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010110,1010110,acc_reg_10101,F.do Svalut. Immobilizzazioni immaterali,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101011001,101011001,acc_reg_1010110,F.do Svalut. Costi di impianto e di ampliamento,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10101100101,10101100101,acc_reg_101011001,F.do Svalut. Costi di impianto e di ampliamento,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101011002,101011002,acc_reg_1010110,F.do Svalut. Costi di ricerca e sviluppo,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10101100202,10101100202,acc_reg_101011002,F.do Svalut. Costi di ricerca e sviluppo,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101011003,101011003,acc_reg_1010110,F.do Svalut. Diritti di brevetto e diritti di utilizzazione delle opere d'ingegno,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10101100303,10101100303,acc_reg_101011003,F.do Svalut. Diritti di brevetto e diritti di utilizzazione delle opere d'ingegno,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101011004,101011004,acc_reg_1010110,F.do Svalut. Altre immobilizzazioni immateriali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10101100404,10101100404,acc_reg_101011004,F.do Svalut. Altre immobilizzazioni immateriali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102,10102,acc_reg_101,IMMOBILIZZAZIONI MATERIALI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_1010201,1010201,acc_reg_10102,Terreni,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020101,101020101,acc_reg_1010201,Terreni disponibili,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102010101,10102010101,acc_reg_101020101,Terreni disponibili,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020102,101020102,acc_reg_1010201,Terreni indisponibili,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102010202,10102010202,acc_reg_101020102,Terreni indisponibili,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010202,1010202,acc_reg_10102,Fabbricati disponibili non strumentali (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020201,101020201,acc_reg_1010202,Fabbricati non strumentali (disponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102020101,10102020101,acc_reg_101020201,Fabbricati non strumentali (disponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020202,101020202,acc_reg_1010202,F.do Amm.to Fabbricati non strumentali (disponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102020202,10102020202,acc_reg_101020202,F.do Amm.to Fabbricati non strumentali (disponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010203,1010203,acc_reg_10102,Fabbricati indisponibili strumentali (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020301,101020301,acc_reg_1010203,Fabbricati strumentali (indisponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102030101,10102030101,acc_reg_101020301,Fabbricati strumentali (indisponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020302,101020302,acc_reg_1010203,F.do Amm.to Fabbricati strumentali (indisponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102030202,10102030202,acc_reg_101020302,F.do Amm.to Fabbricati strumentali (indisponibili),l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010204,1010204,acc_reg_10102,Impianti e macchinari (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020401,101020401,acc_reg_1010204,Impianti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040101,10102040101,acc_reg_101020401,Impianti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020402,101020402,acc_reg_1010204,Fondo ammortamento impianti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040202,10102040202,acc_reg_101020402,Fondo ammortamento impianti sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020403,101020403,acc_reg_1010204,Impianti generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040303,10102040303,acc_reg_101020403,Impianti generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020404,101020404,acc_reg_1010204,Fondo ammortamento impianti generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040404,10102040404,acc_reg_101020404,Fondo ammortamento impianti generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020405,101020405,acc_reg_1010204,Macchinari sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040505,10102040505,acc_reg_101020405,Macchinari sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020406,101020406,acc_reg_1010204,Fondo ammortamento macchinari sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040606,10102040606,acc_reg_101020406,Fondo ammortamento macchinari sanitari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020407,101020407,acc_reg_1010204,Macchinari generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040707,10102040707,acc_reg_101020407,Macchinari generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020408,101020408,acc_reg_1010204,Fondo ammortamento macchinari generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040808,10102040808,acc_reg_101020408,Fondo ammortamento macchinari generici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020409,101020409,acc_reg_1010204,Impianti e macchinari < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102040909,10102040909,acc_reg_101020409,Impianti e macchinari < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010205,1010205,acc_reg_10102,Attrezzature sanitarie e scientifiche (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020501,101020501,acc_reg_1010205,Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102050101,10102050101,acc_reg_101020501,Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020502,101020502,acc_reg_1010205,F.do Amm.to Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102050202,10102050202,acc_reg_101020502,F.do Amm.to Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020503,101020503,acc_reg_1010205,Attrezzature generiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102050303,10102050303,acc_reg_101020503,Attrezzature generiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020504,101020504,acc_reg_1010205,F.do Amm.to Attrezzature generiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102050404,10102050404,acc_reg_101020504,F.do Amm.to Attrezzature generiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020505,101020505,acc_reg_1010205,Attrezzature sanitarie e scientifiche < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102050505,10102050505,acc_reg_101020505,Attrezzature sanitarie e scientifiche < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010206,1010206,acc_reg_10102,Mobili e arredi (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020601,101020601,acc_reg_1010206,Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102060101,10102060101,acc_reg_101020601,Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020602,101020602,acc_reg_1010206,F.do Amm.to Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102060202,10102060202,acc_reg_101020602,F.do Amm.to Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020603,101020603,acc_reg_1010206,Mobili d'ufficio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102060303,10102060303,acc_reg_101020603,Mobili d'ufficio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020604,101020604,acc_reg_1010206,F.do Amm.to Mobili d'ufficio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102060404,10102060404,acc_reg_101020604,F.do Amm.to Mobili d'ufficio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020605,101020605,acc_reg_1010206,Mobili d'ufficio < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102060505,10102060505,acc_reg_101020605,Mobili d'ufficio < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010207,1010207,acc_reg_10102,Automezzi e altri mezzi di trasporto (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020701,101020701,acc_reg_1010207,Elicotteri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070101,10102070101,acc_reg_101020701,Elicotteri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020702,101020702,acc_reg_1010207,F.do Amm.to Elicotteri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070202,10102070202,acc_reg_101020702,F.do Amm.to Elicotteri,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020703,101020703,acc_reg_1010207,Ambulanze utilizzate per servizio 118,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070303,10102070303,acc_reg_101020703,Ambulanze utilizzate per servizio 118,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020704,101020704,acc_reg_1010207,F.do Amm.to Ambulanze utilizzate per servizio 118,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070404,10102070404,acc_reg_101020704,F.do Amm.to Ambulanze utilizzate per servizio 118,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020705,101020705,acc_reg_1010207,Altre ambulanze,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070505,10102070505,acc_reg_101020705,Altre ambulanze,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020706,101020706,acc_reg_1010207,F.do Amm.to Altre ambulanze,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070606,10102070606,acc_reg_101020706,F.do Amm.to Altre ambulanze,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020707,101020707,acc_reg_1010207,Altri mezzi di trasporto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070707,10102070707,acc_reg_101020707,Altri mezzi di trasporto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020708,101020708,acc_reg_1010207,F.do Amm.to Altri mezzi di trasporto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102070808,10102070808,acc_reg_101020708,F.do Amm.to Altri mezzi di trasporto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010208,1010208,acc_reg_10102,Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020801,101020801,acc_reg_1010208,Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102080101,10102080101,acc_reg_101020801,Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010209,1010209,acc_reg_10102,Altre immobilizzazioni materiali (al netto del F.do Amm.to),l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101020901,101020901,acc_reg_1010209,Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102090101,10102090101,acc_reg_101020901,Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020902,101020902,acc_reg_1010209,F.do Amm.to Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102090202,10102090202,acc_reg_101020902,F.do Amm.to Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101020903,101020903,acc_reg_1010209,Altri beni < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102090303,10102090303,acc_reg_101020903,Altri beni < 516 euro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010210,1010210,acc_reg_10102,Immobilizzazioni materiali in corso e acconti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101021001,101021001,acc_reg_1010210,Immobilizzazioni materiali in corso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102100101,10102100101,acc_reg_101021001,Immobilizzazioni materiali in corso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021002,101021002,acc_reg_1010210,Costi per versamenti a fornitori di anticipi per l'acquisizione di immobilizzazioni materiali in corso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102100202,10102100202,acc_reg_101021002,Costi per versamenti a fornitori di anticipi per l'acquisizione di immobilizzazioni materiali in corso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1010211,1010211,acc_reg_10102,F.do Svalut. Immobilizzazioni materali,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101021101,101021101,acc_reg_1010211,F.do Svalut. Terreni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110101,10102110101,acc_reg_101021101,F.do Svalut. Terreni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021102,101021102,acc_reg_1010211,F.do Svalut. Fabbricati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110202,10102110202,acc_reg_101021102,F.do Svalut. Fabbricati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021103,101021103,acc_reg_1010211,F.do Svalut. Impianti e macchinari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110303,10102110303,acc_reg_101021103,F.do Svalut. Impianti e macchinari,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021104,101021104,acc_reg_1010211,F.do Svalut. Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110404,10102110404,acc_reg_101021104,F.do Svalut. Attrezzature sanitarie e scientifiche,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021105,101021105,acc_reg_1010211,F.do Svalut. Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110505,10102110505,acc_reg_101021105,F.do Svalut. Mobili e arredi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021106,101021106,acc_reg_1010211,F.do Svalut. Automezzi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110606,10102110606,acc_reg_101021106,F.do Svalut. Automezzi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021107,101021107,acc_reg_1010211,F.do Svalut. Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110707,10102110707,acc_reg_101021107,F.do Svalut. Oggetti d'arte,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_101021108,101021108,acc_reg_1010211,F.do Svalut. Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10102110808,10102110808,acc_reg_101021108,F.do Svalut. Altre immobilizzazioni materiali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10103,10103,acc_reg_101,IMMOBILIZZAZIONI FINANZIARIE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_1010301,1010301,acc_reg_10103,Crediti finanziari v/Stato,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_101030101,101030101,acc_reg_1010301,Crediti finanziari v/Stato,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10103010101,10103010101,acc_reg_101030101,Crediti finanziari v/Stato,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
